date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:12:41	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213131-qF5oFiTJGhBqUUwx6s+A3oF7LMM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/demola/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/)
02:12:42	215/215	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:45%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/waypoints/jquery.waypoints.min.js	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/waypoints/jquery.waypoints.min.b.delayed	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/)
02:12:43	213/213	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:46%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/counter/jquery.counterup.min.js	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/counter/jquery.counterup.min.js	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/)
02:12:43	196/196	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:47%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/wow/wow.min.js	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/wow/wow.min.js	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/)
02:12:44	191/191	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:47%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/script.js	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/script/script.js	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/)
02:12:44	203/203	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:48%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/favicon-32x32.png	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/favicon-32x32.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:45	3989/3989	---MCZ	200	added ('OK')	text/css	etag:W/%221d05f0514871c79729a13b485158499e%22	https://fixrectifysync.pages.dev/style/walletpage.css	C:/My%20Web%20Sites/demola/fixrectifysync.pages.dev/style/walletpage.css	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:46	161409/161409	---MCZ	200	added ('OK')	text/css	etag:W/%2204280bd0323184761d518cb6baa1b507%22	https://fixrectifysync.pages.dev/wallet/bootstrap.min.css	C:/My%20Web%20Sites/demola/fixrectifysync.pages.dev/wallet/bootstrap.min.css	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:46	17125/17125	---MCZ	200	added ('OK')	text/css	etag:W/%223619e37c22455fbccd9440a7a6b3bc7a%22	https://fixrectifysync.pages.dev/wallet/main.css	C:/My%20Web%20Sites/demola/fixrectifysync.pages.dev/wallet/main.css	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:46	193/193	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:50%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/wallet/success.gif	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/wallet/success.gif	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:47	188/188	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:50%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/assets/qr.png	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/assets/qr.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:47	191/191	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2002%20Oct%202024%2009:12:51%20GMT	https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/wallet/error.gif	C:/My%20Web%20Sites/demola/fixrectifysync-rkgsyeb9-greg-sept.4everland.app/wallet/error.gif	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:49	2385/2385	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Jun%202018%2018:05:13%20GMT	https://ethereum-magicians.org/uploads/default/original/1X/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	C:/My%20Web%20Sites/demola/ethereum-magicians.org/uploads/default/original/1X/e726391f66eb7da7a0ed7d780b4df5e8e2416a17.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:51	71644/71644	---M--	200	added ('OK')	image/png	etag:e4ee5b394b7ff1d5ee43c8247dce4d30	https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/MetaMask_Fox.svg/1200px-MetaMask_Fox.svg.png	C:/My%20Web%20Sites/demola/upload.wikimedia.org/wikipedia/commons/thumb/3/36/MetaMask_Fox.svg/1200px-MetaMask_Fox.svg.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:51	4246/4246	---M--	200	added ('OK')	image/png	etag:%226513d9c3-1096%22	https://bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	C:/My%20Web%20Sites/demola/bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:52	5612/5612	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Oct%202024%2004:15:42%20GMT	https://dvh1deh6tagwk.cloudfront.net/finder-au/wp-uploads/2017/09/Coinbaselogo_Supplied_250x250-2.png	C:/My%20Web%20Sites/demola/dvh1deh6tagwk.cloudfront.net/finder-au/wp-uploads/2017/09/Coinbaselogo_Supplied_250x250-2.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:53	129559/129559	---M--	200	added ('OK')	image/png	etag:%22866a10b70a683c18a8211e7cdac60615%22	https://assets.super.so/b7ac5b4c-2f39-474d-8a3c-4c0e68f5c2f6/uploads/logo/c36500d2-7e4b-40f5-a48b-3e6e364d7248.png	C:/My%20Web%20Sites/demola/assets.super.so/b7ac5b4c-2f39-474d-8a3c-4c0e68f5c2f6/uploads/logo/c36500d2-7e4b-40f5-a48b-3e6e364d7248.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:53	5708/5708	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Aug%202018%2009:17:54%20GMT	https://pbs.twimg.com/profile_images/1024585501901303808/m92jEcPI_400x400.jpg	C:/My%20Web%20Sites/demola/pbs.twimg.com/profile_images/1024585501901303808/m92jEcPI_400x400.jpg	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:54	59758/59758	---M--	200	added ('OK')	image/png	etag:%2239a2af266cb6e3c87524741a2d67e4fd%22	https://user-images.githubusercontent.com/12424618/54043975-b6cdb800-4182-11e9-83bd-0cd2eb757c6e.png	C:/My%20Web%20Sites/demola/user-images.githubusercontent.com/12424618/54043975-b6cdb800-4182-11e9-83bd-0cd2eb757c6e.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:55	67767/67767	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Oct%202024%2009:12:59%20GMT	https://miro.medium.com/v2/resize:fit:2400/1*vpjxotLULTkmcJFq4y2eng.png	C:/My%20Web%20Sites/demola/miro.medium.com/v2/resize_fit_2400/1_vpjxotLULTkmcJFq4y2eng.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:56	41754/41754	---M--	200	added ('OK')	image/png	etag:%22cf278803db73b67342ff0dbb29885c7a%22	https://assets-global.website-files.com/614c99cf4f23700c8aa3752a/6323b6987f8e01af2ce9189a_public.png	C:/My%20Web%20Sites/demola/assets-global.website-files.com/614c99cf4f23700c8aa3752a/6323b6987f8e01af2ce9189a_public.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:12:59	84344/84344	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202024%2011:27:17%20GMT	https://cryptologos.cc/logos/aave-aave-logo.png?v=022	C:/My%20Web%20Sites/demola/cryptologos.cc/logos/aave-aave-logo992f.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:00	16856/16856	---M--	200	added ('OK')	image/png	etag:%22c1c6b21a6061696e993d660742ba82fa%22	https://cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	C:/My%20Web%20Sites/demola/cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:01	5563/5563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Aug%202020%2020:49:31%20GMT	https://pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	C:/My%20Web%20Sites/demola/pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:03	173874/173874	---M--	200	added ('OK')	image/png	etag:%22AE3B6CFA8C1CB78EDE0F9F245F6C1AEB%22	https://medishares.oss-cn-hongkong.aliyuncs.com/logo/math/MathWallet_App_Icon.png	C:/My%20Web%20Sites/demola/medishares.oss-cn-hongkong.aliyuncs.com/logo/math/MathWallet_App_Icon.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:03	2727/2727	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202024%2012:06:32%20GMT	https://ffnews.com/wp-content/uploads/2021/09/1581439195205.jpg	C:/My%20Web%20Sites/demola/ffnews.com/wp-content/uploads/2021/09/1581439195205.jpg	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:04	30808/30808	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Mar%202021%2018:01:38%20GMT	https://pbs.twimg.com/profile_images/1376595920809160707/5DxVDK36_400x400.png	C:/My%20Web%20Sites/demola/pbs.twimg.com/profile_images/1376595920809160707/5DxVDK36_400x400.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:08	17845/17845	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Mar%202023%2015:02:28%20GMT	https://is2-ssl.mzstatic.com/image/thumb/Purple112/v4/58/45/bf/5845bfec-7804-a710-329a-9627057742de/AppIcon-1x_U007emarketing-0-7-0-0-85-220.png/512x512bb.jpg	C:/My%20Web%20Sites/demola/is2-ssl.mzstatic.com/image/thumb/Purple112/v4/58/45/bf/5845bfec-7804-a710-329a-9627057742de/AppIcon-1x_U007emarketing-0-7-0-0-85-220.png/512x512bb.jpg	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:09	62539/62539	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Sep%202024%2001:30:42%20GMT	https://www.cryptocompare.com/media/36798689/trustvault.png	C:/My%20Web%20Sites/demola/www.cryptocompare.com/media/36798689/trustvault.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:12	442212/442212	---M--	200	added ('OK')	image/png	etag:W/%226bf64-19224ae2ad8%22	https://atomicwallet.io/images/press-kit/atomic_wallet_logo_dark_rounded_2.png	C:/My%20Web%20Sites/demola/atomicwallet.io/images/press-kit/atomic_wallet_logo_dark_rounded_2.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:13	103975/103975	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2022:18:13%20GMT	https://cryptologos.cc/logos/tron-trx-logo.png	C:/My%20Web%20Sites/demola/cryptologos.cc/logos/tron-trx-logo.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:14	42567/42567	---M--	200	added ('OK')	image/png	etag:%221d5de39a860ebf72efa365251342e084%22	https://assets-global.website-files.com/614c99cf4f23700c8aa3752a/6323b69954bc41ff9409f033_public.png	C:/My%20Web%20Sites/demola/assets-global.website-files.com/614c99cf4f23700c8aa3752a/6323b69954bc41ff9409f033_public.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:15	149192/149192	---M--	200	added ('OK')	image/png	etag:%2232768fd536544331a3df7e7c453c3e9a%22	https://bittrust.s3.amazonaws.com/1433894569.png	C:/My%20Web%20Sites/demola/bittrust.s3.amazonaws.com/1433894569.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:16	73286/73286	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202023%2007:49:27%20GMT	https://cryptologos.cc/logos/toncoin-ton-logo.png	C:/My%20Web%20Sites/demola/cryptologos.cc/logos/toncoin-ton-logo.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:17	12770/12770	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2005:45:17%20GMT	https://is4-ssl.mzstatic.com/image/thumb/Purple122/v4/a2/80/13/a28013ce-da98-fd24-2a9a-a22ecfef7cb8/AppIcon-1x_U007emarketing-0-7-0-85-220.png/512x512bb.jpg	C:/My%20Web%20Sites/demola/is4-ssl.mzstatic.com/image/thumb/Purple122/v4/a2/80/13/a28013ce-da98-fd24-2a9a-a22ecfef7cb8/AppIcon-1x_U007emarketing-0-7-0-85-220.png/512x512bb.jpg	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:18	86590/86590	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Feb%202021%2013:50:42%20GMT	https://cryptologos.cc/logos/safepal-sfp-logo.png	C:/My%20Web%20Sites/demola/cryptologos.cc/logos/safepal-sfp-logo.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:19	14717/14717	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Mar%202023%2009:39:41%20GMT	https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/d2/bc/d7/d2bcd729-ae03-6f33-7446-f60e853c5229/source/512x512bb.jpg	C:/My%20Web%20Sites/demola/is5-ssl.mzstatic.com/image/thumb/Purple124/v4/d2/bc/d7/d2bcd729-ae03-6f33-7446-f60e853c5229/source/512x512bb.jpg	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:24	66220/66220	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Dec%202022%2017:18:46%20GMT	https://cryptotvplus.com/wp-content/uploads/2022/12/Bitkeep-wallet-logo.png	C:/My%20Web%20Sites/demola/cryptotvplus.com/wp-content/uploads/2022/12/Bitkeep-wallet-logo.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:24	36107/36107	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Oct%202024%2009:13:28%20GMT	https://miro.medium.com/v2/resize:fit:2400/1*N6Uvv2QMQGqQubnGP1tGig.png	C:/My%20Web%20Sites/demola/miro.medium.com/v2/resize_fit_2400/1_N6Uvv2QMQGqQubnGP1tGig.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Oct%202024%2009:13:29%20GMT	https://keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.png	C:/My%20Web%20Sites/demola/keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.36.delayed	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:29	37523/37523	---M--	200	added ('OK')	image/png	etag:%22646d93c1-9293%22	https://keyring.app/wp-content/uploads/2021/11/LOGO-KEYRING-PRO-2.png	C:/My%20Web%20Sites/demola/keyring.app/wp-content/uploads/2021/11/LOGO-KEYRING-PRO-2.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:48	62558/62558	---M--	200	added ('OK')	image/png	etag:%22fe7f5689adca42603cc0f129417efd62%22	https://s3-eu-west-1.amazonaws.com/tpd/logos/5d79d072c62fd60001ba75a7/0x0.png	C:/My%20Web%20Sites/demola/s3-eu-west-1.amazonaws.com/tpd/logos/5d79d072c62fd60001ba75a7/0x0.png	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:49	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/demola/code.jquery.com/jquery-3.6.0.min.js	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:49	18795/18795	---M-Z	200	added ('OK')	application/javascript	etag:W/%22496b-DsfKR3i6PMtNGxaICUcgg0++ntM%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js	C:/My%20Web%20Sites/demola/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
02:13:53	59219/59219	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e753-GQgMO4F5hTNqq14c5pJcmYA/Lv0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/demola/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js	(from https://fixrectifysync-rkgsyeb9-greg-sept.4everland.app/walletsync.html)
